0,73,39,44,103,87,91,44,54,54,67,34,96,76,79,98,25,63,34,58,59,77,25,25,75,28
73,0,57,61,35,19,37,37,28,25,17,39,28,56,18,25,51,49,48,22,43,28,88,48,35,68
39,57,0,68,77,64,60,51,30,32,44,39,71,89,72,78,41,76,12,56,70,48,64,28,78,14
44,61,68,0,97,80,94,25,62,59,68,32,89,35,56,85,26,23,56,39,23,82,40,39,42,65
103,35,77,97,0,16,20,72,49,49,35,72,7,87,46,16,84,83,72,58,78,29,121,78,66,90
87,19,64,80,16,0,21,56,35,34,20,56,9,74,33,14,68,68,57,42,63,20,105,62,53,77
91,37,60,94,20,21,0,69,37,38,26,66,20,93,53,32,77,86,58,58,80,14,113,68,72,75
44,37,51,25,72,56,69,0,38,35,43,12,65,38,37,62,19,24,39,16,19,57,52,25,31,53
54,28,30,62,49,35,37,38,0,3,14,30,43,71,44,48,40,60,22,34,54,23,75,30,55,41
54,25,32,59,49,34,38,35,3,0,13,28,42,67,41,47,38,56,23,30,50,24,74,29,51,43
67,17,44,68,35,20,26,43,14,13,0,39,29,70,36,34,51,61,37,33,55,14,87,43,51,56
34,39,39,32,72,56,66,12,30,28,39,0,65,50,44,65,12,37,26,24,31,52,48,13,43,40
96,28,71,89,7,9,20,65,43,42,29,65,0,81,40,12,77,76,65,50,71,25,114,71,60,85
76,56,89,35,87,74,93,38,71,67,70,50,81,0,41,72,53,13,77,37,19,83,75,63,21,91
79,18,72,56,46,33,53,37,44,41,36,44,40,41,0,31,55,38,60,20,34,47,89,56,20,80
98,25,78,85,16,14,32,62,48,47,34,65,12,72,31,0,77,69,70,46,65,34,114,73,51,90
25,51,41,26,84,68,77,19,40,38,51,12,77,53,55,77,0,39,30,34,35,63,36,13,50,38
63,49,76,23,83,68,86,24,60,56,61,37,76,13,38,69,39,0,63,28,6,75,63,49,20,77
34,48,12,56,72,57,58,39,22,23,37,26,65,77,60,70,30,63,0,44,58,44,58,17,66,20
58,22,56,39,58,42,58,16,34,30,33,24,50,37,20,46,34,28,44,0,22,47,69,36,22,62
59,43,70,23,78,63,80,19,54,50,55,31,71,19,34,65,35,6,58,22,0,69,61,44,18,72
77,28,48,82,29,20,14,57,23,24,14,52,25,83,47,34,63,75,44,47,69,0,98,54,64,62
25,88,64,40,121,105,113,52,75,74,87,48,114,75,89,114,36,63,58,69,61,98,0,44,80,53
25,48,28,39,78,62,68,25,30,29,43,13,71,63,56,73,13,49,17,36,44,54,44,0,55,28
75,35,78,42,66,53,72,31,55,51,51,43,60,21,20,51,50,20,66,22,18,64,80,55,0,83
28,68,14,65,90,77,75,53,41,43,56,40,85,91,80,90,38,77,20,62,72,62,53,28,83,0
