0,55,17,65,56,19,75,50,16,36,41,8,37,86,21,84,79,78,79,78,90,19,77,65,32,28
55,0,39,65,33,38,29,38,69,57,36,60,24,38,51,31,47,23,46,56,46,43,27,16,44,42
17,39,0,66,49,2,62,45,33,41,37,20,19,73,16,67,62,62,71,63,79,19,60,51,19,27
65,65,66,0,32,67,55,26,65,30,31,73,72,62,81,92,111,78,39,118,59,48,90,58,85,39
56,33,49,32,0,49,25,8,64,36,15,64,47,35,65,59,80,46,23,89,36,37,58,26,64,30
19,38,2,67,49,0,62,46,35,43,37,22,18,73,16,65,60,60,71,61,78,21,58,51,18,28
75,29,62,55,25,62,0,34,85,61,39,81,52,11,77,41,71,27,21,82,17,58,43,13,72,52
50,38,45,26,8,46,34,0,56,27,9,58,47,44,61,66,84,54,30,92,45,31,64,34,62,23
16,69,33,65,64,35,85,56,0,35,48,18,53,97,36,99,95,92,86,94,100,27,93,77,47,34
36,57,41,30,36,43,61,27,35,0,22,44,54,71,55,88,97,77,55,101,72,21,84,58,61,16
41,36,37,31,15,37,39,9,48,22,0,49,41,50,53,67,81,55,38,87,52,22,63,36,55,14
8,60,20,73,64,22,81,58,18,44,49,0,39,92,18,87,78,82,87,77,97,27,80,71,30,36
37,24,19,72,47,18,52,47,53,54,41,39,0,62,27,48,43,45,66,47,69,33,40,39,20,38
86,38,73,62,35,73,11,44,97,71,50,92,62,0,87,42,76,29,24,88,9,69,46,22,82,63
21,51,16,81,65,16,77,61,36,55,53,18,27,87,0,75,61,72,87,59,94,34,67,65,12,42
84,31,67,92,59,65,41,66,99,88,67,87,48,42,75,0,37,14,63,50,52,74,8,33,65,73
79,47,62,111,80,60,71,84,95,97,81,78,43,76,61,37,0,47,92,13,85,77,31,60,49,81
78,23,62,78,46,60,27,54,92,77,55,82,45,29,72,14,47,0,48,59,38,66,17,20,64,63
79,46,71,39,23,71,21,30,86,55,38,87,66,24,87,63,92,48,0,102,19,60,64,32,85,52
78,56,63,118,89,61,82,92,94,101,87,77,47,88,59,50,13,59,102,0,97,80,43,70,47,85
90,46,79,59,36,78,17,45,100,72,52,97,69,9,94,52,85,38,19,97,0,72,55,30,89,66
19,43,19,48,37,21,58,31,27,21,22,27,33,69,34,74,77,66,60,80,72,0,69,50,39,9
77,27,60,90,58,58,43,64,93,84,63,80,40,46,67,8,31,17,64,43,55,69,0,33,57,69
65,16,51,58,26,51,13,34,77,58,36,71,39,22,65,33,60,20,32,70,30,50,33,0,60,46
32,44,19,85,64,18,72,62,47,61,55,30,20,82,12,65,49,64,85,47,89,39,57,60,0,47
28,42,27,39,30,28,52,23,34,16,14,36,38,63,42,73,81,63,52,85,66,9,69,46,47,0
