0,61,32,27,30,62,29,72,11,14,20,72,70,37,45,45,18,43,27,65,62,62,82,28,81,43
61,0,43,85,91,1,47,92,56,47,51,66,56,26,41,52,78,19,57,36,11,46,48,83,55,61
32,43,0,59,58,43,44,96,36,21,13,85,79,32,12,59,43,24,14,65,38,69,82,60,85,63
27,85,59,0,17,86,43,63,29,40,46,77,79,59,72,53,23,69,51,81,88,74,96,7,92,46
30,91,58,17,0,92,55,81,37,44,45,92,93,67,70,67,15,73,46,93,92,87,109,24,106,61
62,1,43,86,92,0,48,93,57,48,52,67,56,27,42,53,79,20,58,36,11,47,48,84,55,62
29,47,44,43,55,48,0,52,18,26,40,43,40,22,55,16,47,37,49,38,53,33,53,38,52,18
72,92,96,63,81,93,52,0,62,75,89,35,45,72,107,40,83,87,98,62,101,49,67,56,59,33
11,56,36,29,37,57,18,62,0,14,27,61,59,30,48,33,28,40,35,55,59,51,72,27,71,32
14,47,21,40,44,48,26,75,14,0,14,69,65,24,34,42,30,29,23,56,48,55,73,40,74,43
20,51,13,46,45,52,40,89,27,14,0,83,78,34,25,56,30,32,9,68,49,68,85,48,86,57
72,66,85,77,92,67,43,35,61,69,83,0,11,54,93,27,88,68,92,31,77,20,32,70,24,31
70,56,79,79,93,56,40,45,59,65,78,11,0,47,85,26,87,60,87,20,67,10,22,72,14,33
37,26,32,59,67,27,22,72,30,24,34,54,47,0,38,32,55,15,42,33,31,37,50,57,53,38
45,41,12,72,70,42,55,107,48,34,25,93,85,38,0,69,54,26,24,70,34,75,85,73,90,73
45,52,59,53,67,53,16,40,33,42,56,27,26,32,69,0,61,47,65,30,61,21,43,47,39,10
18,78,43,23,15,79,47,83,28,30,30,88,87,55,54,61,0,59,31,84,77,80,100,28,99,57
43,19,24,69,73,20,37,87,40,29,32,68,60,15,26,47,59,0,38,44,19,50,59,67,64,54
27,57,14,51,46,58,49,98,35,23,9,92,87,42,24,65,31,38,0,76,53,77,93,54,95,66
65,36,65,81,93,36,38,62,55,56,68,31,20,33,70,30,84,44,76,0,47,13,17,76,20,40
62,11,38,88,92,11,53,101,59,48,49,77,67,31,34,61,77,19,53,47,0,57,59,86,66,69
62,46,69,74,87,47,33,49,51,55,68,20,10,37,75,21,80,50,77,13,57,0,22,68,19,30
82,48,82,96,109,48,53,67,72,73,85,32,22,50,85,43,100,59,93,17,59,22,0,90,9,52
28,83,60,7,24,84,38,56,27,40,48,70,72,57,73,47,28,67,54,76,86,68,90,0,86,39
81,55,85,92,106,55,52,59,71,74,86,24,14,53,90,39,99,64,95,20,66,19,9,86,0,47
43,61,63,46,61,62,18,33,32,43,57,31,33,38,73,10,57,54,66,40,69,30,52,39,47,0
