0,27,48,73,21,68,30,55,50,29,30,66,33,15,51,32,47,37,45,47,77,52,44,66,65,44
27,0,56,73,48,55,57,71,38,37,48,60,11,36,32,59,70,34,70,41,85,29,19,70,39,30
48,56,0,29,52,45,57,20,93,77,23,31,50,34,50,53,35,83,44,25,29,85,73,20,74,40
73,73,29,0,81,35,86,41,112,102,52,17,65,61,54,82,62,105,72,32,25,100,87,9,76,47
21,48,52,81,0,83,9,51,66,37,29,77,53,20,70,12,36,50,29,60,77,71,65,72,86,62
68,55,45,35,83,0,91,65,91,91,60,18,44,62,25,89,79,90,87,23,59,75,62,39,44,25
30,57,57,86,9,91,0,53,74,43,34,84,63,28,79,5,34,57,25,68,79,80,74,77,95,71
55,71,20,41,51,65,53,0,105,84,25,49,67,40,69,48,22,93,33,45,27,100,89,31,93,59
50,38,93,112,66,91,74,105,0,31,80,99,48,65,66,78,98,17,94,80,122,20,30,108,60,67
29,37,77,102,37,91,43,84,31,0,58,92,48,43,69,48,72,14,66,73,106,44,45,95,74,66
30,48,23,52,29,60,34,25,80,58,0,51,47,15,55,30,22,67,27,37,48,77,67,43,77,45
66,60,31,17,77,18,84,49,99,92,51,0,51,57,37,81,67,94,75,19,41,85,72,21,59,31
33,11,50,65,53,44,63,67,48,48,47,51,0,38,21,64,70,45,71,32,79,35,22,62,32,19
15,36,34,61,20,62,28,40,65,43,15,57,38,0,51,27,34,52,33,39,62,64,55,54,69,42
51,32,50,54,70,25,79,69,66,69,55,37,21,51,0,79,78,66,82,25,73,49,36,54,24,10
32,59,53,82,12,89,5,48,78,48,30,81,64,27,79,0,28,61,19,66,74,83,77,73,96,70
47,70,35,62,36,79,34,22,98,72,22,67,70,34,78,28,0,83,11,57,49,98,89,52,99,67
37,34,83,105,50,90,57,93,17,14,67,94,45,52,66,61,83,0,79,74,113,31,36,100,66,65
45,70,44,72,29,87,25,33,94,66,27,75,71,33,82,19,11,79,0,64,60,97,88,62,102,72
47,41,25,32,60,23,68,45,80,73,37,19,32,39,25,66,57,74,64,0,49,68,54,30,49,15
77,85,29,25,77,59,79,27,122,106,48,41,79,62,73,74,49,113,60,49,0,114,102,20,97,64
52,29,85,100,71,75,80,100,20,44,77,85,35,64,49,83,98,31,97,68,114,0,13,98,40,53
44,19,73,87,65,62,74,89,30,45,67,72,22,55,36,77,89,36,88,54,102,13,0,84,30,40
66,70,20,9,72,39,77,31,108,95,43,21,62,54,54,73,52,100,62,30,20,98,84,0,78,46
65,39,74,76,86,44,95,93,60,74,77,59,32,69,24,96,99,66,102,49,97,40,30,78,0,34
44,30,40,47,62,25,71,59,67,66,45,31,19,42,10,70,67,65,72,15,64,53,40,46,34,0
